"","Country","Unit","Research Cycle","R. Cycle ID","Project Code","Item Type","output item id","HQ Update Request"
"692","NGA","data","","NGA1806b","","data","NGA1806b_DFID_TPM_INP_Data_1_August",""
"693","NGA","data","","NGA1806b","","data","NGA1806b_DFID_TPM_INP_Data_1_September",""
"694","NGA","data","","NGA1806b","","data","NGA1806b_DFID_TPM_INP_Data_1_October",""
"695","NGA","data","","NGA1806b","","data","NGA1806b_DFID_TPM_INP_Data_1_November",""
"696","NGA","data","","NGA1806b","","data","NGA1806b_DFID_TPM_INP_Data_1_December",""
"697","NGA","data","","NGA1806c","","data","NGA1806c_DFID_TPM_EMOP_Data_1_July",""
"698","NGA","data","","NGA1806c","","data","NGA1806c_DFID_TPM_EMOP_Data_1_August",""
"699","NGA","data","","NGA1806c","","data","NGA1806c_DFID_TPM_EMOP_Data_1_September",""
"700","NGA","data","","NGA1806c","","data","NGA1806c_DFID_TPM_EMOP_Data_1_October",""
"701","NGA","data","","NGA1806c","","data","NGA1806c_DFID_TPM_EMOP_Data_1_November",""
"702","NGA","data","","NGA1806c","","data","NGA1806c_DFID_TPM_EMOP_Data_1_December",""
"703","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_DDR_1_June 2019",""
"704","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_Data_2_July 2019",""
"705","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_DDR_2_July 2019",""
"706","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_Data_3_August 2019",""
"707","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_DDR_3_August 2019",""
"708","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_Data_4_September 2019",""
"709","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_DDR_4_September 2019",""
"710","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_Data_5_October 2019",""
"711","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_DDR_5_October 2019",""
"712","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_Data_6_November 2019",""
"713","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_DDR_6_November 2019",""
"714","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_Data_7_December 2019",""
"715","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_DDR_7_December 2019",""
"716","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_Data_8_January 2020",""
"717","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_DDR_8_January 2020",""
"718","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_Data_9_February 2020",""
"719","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_DDR_9_February 2020",""
"720","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_Data_10_March 2020",""
"721","NGA","data","","NGA1806d","","data","NGA1806d_DFID_TPM_Protection_DDR_10_March 2020",""
"722","NGA","data","","NGA1902a","","data","NGA1902a_Maiduguri ABA_R2R_Phase 1 Neighbourhood Profiling_Data_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"723","NGA","data","","NGA1902a","","data","NGA1902a_Maiduguri ABA_R2R_Phase 1 Neighbourhood Profiling_DDR_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"724","NGA","data","","NGA1903","","data","NGA1903_2019 MSNA_Data_1",""
"725","NGA","data","","NGA1903","","data","NGA1903_2019 MSNA_DDR_1",""
"726","NGA","data","","NGA1904","","data","NGA1904_NENTAD Programme_Data_1",""
"727","NGA","data","","NGA1904","","data","NGA1904_NENTAD Programme_DDR_1",""
"728","NGA","data","","NGA1809","","data & analysis","NGA1809_HTR_asessment_Data_FGD_Nov-April","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"729","NGA","data","","NGA1809","","data & analysis","NGA1809_HTR_FGD_data_and_analysis nov-april 2019",""
"730","NGA","GIS","","NGA1809","","map","NGA1809_HTR_asessment nov-april 2019",""
"731","NGA","GIS","","NGA1902a","","map","NGA1902a_Maiduguri ABA_R2R_Phase 1 Neighbourhood Profiling_Heat Map_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"732","NGA","GIS","","NGA1903","","map","NGA1903_2019 MSNA_Map_1",""
"733","NGA","other","","NGA_REF","","","Reference Maps","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"734","NGA","other","","NGA1805","","","NGA1805_mapping_DFID_actors_Maps_1",""
"735","NGA","other","","NGA1805","","","NGA1805_mapping_DFID_actors_Presentation_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"736","NGA","other","","NGA1805","","","NGA1805_mapping_DFID_actors_M&E_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"737","NGA","other","","NGA1805","","","NGA1805_mapping_DFID_actors_Lessons_Learned_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"738","NGA","other","","NGA1809","","brief","NGA1809_HTR_asessment_Brief_1",""
"739","NGA","other","","NGA1903","","brief","NGA1903_2019 MSNA_Brief_1",""
"740","NGA","other","","NGA1902a","","profile","NGA1902a_Maiduguri ABA_R2R_Phase 1 Neighbourhood Profiling_Profile_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"741","NGA","other","","NGA1809","","situation overview","NGA1809_HTR_asessment_SO_1_Nov-April",""
"742","NGA","reporting","","NGA1806a","","factsheet","NGA1806a_DFID_TPM_Education_Factsheet_1 June 2019",""
"743","NGA","reporting","","NGA1806a","","factsheet","NGA1806a_DFID_TPM_Education_Factsheet_1 July 2019",""
"744","NGA","reporting","","NGA1806a","","factsheet","NGA1806a_DFID_TPM_Education_Factsheet_1 August 2019",""
"745","NGA","reporting","","NGA1806a","","factsheet","NGA1806a_DFID_TPM_Education_Factsheet_1 September 2019",""
"746","NGA","reporting","","NGA1806a","","factsheet","NGA1806a_DFID_TPM_Education_Factsheet_1 October 2019",""
"747","NGA","reporting","","NGA1806a","","factsheet","NGA1806a_DFID_TPM_Education_Factsheet_1 November 2019",""
"748","NGA","reporting","","NGA1806a","","factsheet","NGA1806a_DFID_TPM_Education_Factsheet_1 December 2019",""
"749","NGA","reporting","","NGA1806b","","factsheet","NGA1806b_DFID_TPM_INP_Factsheet_1_June",""
"750","NGA","reporting","","NGA1806b","","factsheet","NGA1806b_DFID_TPM_INP_Factsheet_1_July",""
"751","NGA","reporting","","NGA1806b","","factsheet","NGA1806b_DFID_TPM_INP_Factsheet_1_August",""
"752","NGA","reporting","","NGA1806b","","factsheet","NGA1806b_DFID_TPM_INP_Factsheet_1_September",""
"753","NGA","reporting","","NGA1806b","","factsheet","NGA1806b_DFID_TPM_INP_Factsheet_1_October",""
"754","NGA","reporting","","NGA1806b","","factsheet","NGA1806b_DFID_TPM_INP_Factsheet_1_November",""
"755","NGA","reporting","","NGA1806b","","factsheet","NGA1806b_DFID_TPM_INP_Factsheet_1_December",""
"756","NGA","reporting","","NGA1806c","","factsheet","NGA1806c_DFID_TPM_EMOP_Factsheet_1_June",""
"757","NGA","reporting","","NGA1806c","","factsheet","NGA1806c_DFID_TPM_EMOP_Factsheet_1_July",""
"758","NGA","reporting","","NGA1806c","","factsheet","NGA1806c_DFID_TPM_EMOP_Factsheet_1_August",""
"759","NGA","reporting","","NGA1806c","","factsheet","NGA1806c_DFID_TPM_EMOP_Factsheet_1_September",""
"760","NGA","reporting","","NGA1806c","","factsheet","NGA1806c_DFID_TPM_EMOP_Factsheet_1_October",""
"761","NGA","reporting","","NGA1806c","","factsheet","NGA1806c_DFID_TPM_EMOP_Factsheet_1_November",""
"762","NGA","reporting","","NGA1806c","","factsheet","NGA1806c_DFID_TPM_EMOP_Factsheet_1_December",""
"763","NGA","reporting","","NGA1806d","","factsheet","NGA1806d_DFID_TPM_Protection_Factsheet_1_June 2019",""
"764","NGA","reporting","","NGA1806d","","factsheet","NGA1806d_DFID_TPM_Protection_Factsheet_2_July 2019",""
"765","NGA","reporting","","NGA1806d","","factsheet","NGA1806d_DFID_TPM_Protection_Factsheet_3_August 2019",""
"766","NGA","reporting","","NGA1806d","","factsheet","NGA1806d_DFID_TPM_Protection_Factsheet_4_September 2019",""
"767","NGA","reporting","","NGA1806d","","factsheet","NGA1806d_DFID_TPM_Protection_Factsheet_5_October 2019",""
"768","NGA","reporting","","NGA1806d","","factsheet","NGA1806d_DFID_TPM_Protection_Factsheet_6_November 2019",""
"769","NGA","reporting","","NGA1806d","","factsheet","NGA1806d_DFID_TPM_Protection_Factsheet_7_December 2019",""
"770","NGA","reporting","","NGA1806d","","factsheet","NGA1806d_DFID_TPM_Protection_Factsheet_8_January 2020",""
"771","NGA","reporting","","NGA1806d","","factsheet","NGA1806d_DFID_TPM_Protection_Factsheet_9_February 2020",""
"772","NGA","reporting","","NGA1806d","","factsheet","NGA1806d_DFID_TPM_Protection_Factsheet_10_March 2020",""
"773","NGA","reporting","","NGA1903","","factsheet","NGA1903_2019 MSNA_FS_1",""
"774","NGA","reporting","","NGA1902a","","presentation","NGA1902a_Maiduguri ABA_R2R_Phase 1 Neighbourhood Profiling_Presentation_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"775","NGA","reporting","","NGA1903","","presentation","NGA1903_2019 MSNA_Presentation_1_PRELIM",""
"776","NGA","reporting","","NGA1809","","report","NGA1809_HTR_asessment_Report_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"777","NGA","reporting","","NGA1902","","report","NGA1902_Maiduguri ABA_R2R_Final report_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"778","NGA","reporting","","NGA1903","","report","NGA1903_2019 MSNA_Report_1",""
"779","NGA","reporting","","NGA1904","","report","NGA1904_NENTAD Programme_Report_1",""
"780","NGA","research design","","NGA1804","","ll matrix","NGA1804_MSNA_Northeast_Nigeria_LL_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"781","NGA","research design","","NGA1806a","","ll matrix","NGA1806a_DFID_TPM_LL",""
"782","NGA","research design","","NGA1806b","","ll matrix","NGA1806b_DFID_TPM_INP_LL","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"783","NGA","research design","","NGA1806c","","ll matrix","NGA1806c_DFID_TPM_EMOP_LL","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"784","NGA","research design","","NGA1806d","","ll matrix","NGA1806d_DFID_TPM_Protection_LL_1",""
"785","NGA","research design","","NGA1809","","ll matrix","NGA1809_HTR_asessment_LL_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"786","NGA","research design","","NGA1902a","","ll matrix","NGA1902a_Maiduguri ABA_R2R_Phase 1 Neighbourhood Profiling_LL_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"787","NGA","research design","","NGA1903","","ll matrix","NGA1903_2019 MSNA_LL_1",""
"788","NGA","research design","","NGA1904","","ll matrix","NGA1904_NENTAD Programme_LL Matrix_1",""
"789","NGA","research design","","NGA1804","","M&E","NGA1804_MSNA_Northeast_Nigeria_M&E_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"790","NGA","research design","","NGA1806a","","M&E","NGA1806a_DFID_TPM_M&E",""
"791","NGA","research design","","NGA1806b","","M&E","NGA1806b_DFID_TPM_INP_M&E","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"792","NGA","research design","","NGA1806c","","M&E","NGA1806c_DFID_TPM_EMOP_M&E","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"793","NGA","research design","","NGA1806d","","M&E","NGA1806d_DFID_TPM_Protection_M&E_1",""
"794","NGA","research design","","NGA1809","","M&E","NGA1809_HTR_asessment_M&E_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"795","NGA","research design","","NGA1902a","","M&E","NGA1902a_Maiduguri ABA_R2R_Phase 1 Neighbourhood Profiling_M&E_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"796","NGA","research design","","NGA1903","","M&E","NGA1903_2019 MSNA_M&E_1",""
"797","NGA","research design","","NGA1904","","M&E","NGA1904_NENTAD Programme_M&E Matrix_1",""
"798","NGA","research design","","NGA1902a","","methodology note","NGA1902a_Maiduguri ABA_R2R_Phase 1 Neighbourhood Profiling_MN_1",""
"799","NGA","research design","","NGA1902b","","methodology note","NGA1902b_Maiduguri ABA_R2R_Phase 2 Household Needs and Vulnerabilities Assessment_MN_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"800","NGA","research design","","NGA1902c","","methodology note","NGA1902c_Maiduguri ABA_R2R_Phase 3 Monitoring & Evaluation_MN_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"801","NGA","research design","","NGA1807a","","ToR","NGA1807_thematic_assessments_TOR_1",""
"802","NGA","research design","","NGA1809","","ToR","NGA1809_HTR_assessment_TOR_1",""
"803","NGA","research design","","NGA1902","","ToR","NGA1902_Maiduguri ABA_Response to Resilience (R2R)_TOR_1",""
"804","NGA","research design","","NGA1904","","ToR","NGA1904_NENTAD Programme_TOR_1",""
"805","REG","data","","REG1902a","","analysis","REG1902a_DFID_Migration TPM (IMREF)_Bamako Pilot_Analysis_1_Quant",""
"806","REG","data","","REG1902a","","analysis","REG1902a_DFID_Migration TPM (IMREF)_Bamako Pilot_Analysis_2_Qual",""
"807","REG","data","","REG1903a","","analysis","REG1903a_Tri-border HSM_Preliminary Analysis & SDR_Analysis_1",""
"808","REG","data","","REG1902a","","data","REG1902a_DFID_Migration TPM (IMREF)_Bamako Pilot_Data_1_Quant",""
"809","REG","data","","REG1902a","","data","REG1902a_DFID_Migration TPM (IMREF)_Bamako Pilot_Data_2_Qual",""
"810","REG","data","","REG1901","","data","REG1901_Trafficking database_Database_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"811","REG","data","","REG1903a","","data","REG1903a_Tri-border HSM_Preliminary Analysis & SDR_Data_1",""
"812","REG","other","","REG1903b","","","REG1903b_Tri-border HSM_Monthly assessments_Output_Month","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"813","REG","other","","REG1902","","interactive dashboard","REG1902_DFID_Migration TPM (IMREF)_Dashboard_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"814","REG","other","","REG1902a","","written summary for dashboard","REG1902a_DFID_Migration TPM (IMREF)_Bamako Pilot_Written Summary_1",""
"815","REG","reporting","","REG1903a","","report","REG1903a_Tri-border HSM_Preliminary Analysis & SDR_Report_1",""
"816","REG","research design","","REG1902a","","ll matrix","REG1902a_DFID_Migration TPM (IMREF)_Bamako Pilot_LL_1",""
"817","REG","research design","","REG1901","","ll matrix","REG1901_Trafficking database_LL_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"818","REG","research design","","REG1902","","ll matrix","REG1902_DFID_Migration TPM (IMREF)_LL_1",""
"819","REG","research design","","REG1903a","","ll matrix","REG1903a_Tri-border HSM_Preliminary Analysis & SDR_LL_1",""
"820","REG","research design","","REG1902","","M&E","REG1902_DFID_Migration TPM (IMREF)_M&E_1",""
"821","REG","research design","","REG1903a","","M&E","REG1903a_Tri-border HSM_Preliminary Analysis & SDR_M&E_1",""
"822","REG","research design","","REG1902a","","ToR","REG1902a_DFID_Migration TPM (IMREF)_TOR_1_Pilot",""
"823","REG","research design","","REG1901","","ToR","REG1901_Trafficking database_Inception Report_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"824","REG","research design","","REG1902","","ToR","REG1902_DFID Migration TPM (IMREF)_TOR_1_Master",""
"825","REG","research design","","REG1903a","","ToR","REG1903a_Tri-border HSM_Preliminary analysis & SDR_TOR_1",""
"826","REG","research design","","REG1903b","","ToR","REG1903b_Tri-border HSM_Monthly assessments_TOR_1",""
"827","SOM","data","","SOM1707b","","analysis","SOM1707b_CCCM_Comprehensive_Site_Assessment_Round3_Analysis_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"828","SOM","data","","SOM1805c","","analysis","SOM1805c_DSIRS_Youth Thematic Galkacyo_Analysis_1_II",""
"829","SOM","data","","SOM1805c","","analysis","SOM1805c_DSIRS_Youth Thematic Galkacyo_Analysis_2_KI",""
"830","SOM","data","","SOM1807","","analysis","SOM1807_Expenditure_Partners_Assessment_Analysis_1",""
"831","SOM","data","","SOM1808a","","analysis","SOM1808a_Longitudinal_study_Baseline_Analysis_1_HH Survey",""
"832","SOM","data","","SOM1808a","","analysis","SOM1808a_Longitudinal_study_Baseline_Analysis_2_KII",""
"833","SOM","data","","SOM1808a","","analysis","SOM1808a_Longitudinal_study_Baseline_Analysis_3_FGD",""
"834","SOM","data","","SOM1901","","analysis","SOM1901_Somalia_AOK_Analysis_1_Mar2019",""
"835","SOM","data","","SOM1904","","analysis","SOM1904_Market_Price_Monitoring_Analysis_Puntland_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"836","SOM","data","","SOM1904","","analysis","SOM1904_Market_Price_Monitoring_analysis Puntland - Month 2","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"837","SOM","data","","SOM1904","","analysis","SOM1904_Market_Price_Monitoring_analysis South Central - Month 2","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"838","SOM","data","","SOM1904","","analysis","SOM1904_Market_Price_Monitoring_analysis Somaliland - Month 3","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"839","SOM","data","","SOM1904","","analysis","SOM1904_Market_Price_Monitoring_analysis Puntland - Month 3","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"840","SOM","data","","SOM1904","","analysis","SOM1904_Market_Price_Monitoring_analysis South Central - Month 3","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"841","SOM","data","","SOM1906","","analysis","SOM1906_JMCNA_Analysis_1",""
"842","SOM","data","","SOM1907","","analysis","SOM1907_Social Cohesion Assessment_Analysis_1",""
"843","SOM","data","","SOM1907","","analysis","SOM1907_Social Cohesion Assessment_Analysis_2","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"844","SOM","data","","SOM1707b","","data","SOM1707b_CCCM_Comprehensive_Site_Assessment_Round3_Data_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"845","SOM","data","","SOM1805c","","data","SOM1805c_DSIRS_Youth Thematic Galkacyo_Data_2_KI",""
"846","SOM","data","","SOM1805c","","data","SOM1805c_DSIRS_Youth Thematic Galkacyo_DDR_1",""
"847","SOM","data","","SOM1807","","data","SOM1807_Expenditure_Partners_Assessment_Data_1",""
"848","SOM","data","","SOM1808a","","data","SOM1808a_Longitudinal_study_Baseline_Data_1_HH Survey_baidoa",""
"849","SOM","data","","SOM1808a","","data","SOM1808a_Longitudinal_study_Baseline_Data_1_HH Survey_location_3of4 ","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"850","SOM","data","","SOM1808a","","data","SOM1808a_Longitudinal_study_Baseline_Data_1_HH Survey_location_4of4 ","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"851","SOM","data","","SOM1808a","","data","SOM1808a_Longitudinal_study_Baseline_Data_2_KII",""
"852","SOM","data","","SOM1808a","","data","SOM1808a_Longitudinal_study_Baseline_Data_3_FGD",""
"853","SOM","data","","SOM1901","","data","SOM1901_Somalia_AOK_Data_1_Mar2019",""
"854","SOM","data","","SOM1904","","data","SOM1904_Market_Price_Monitoring_Data_Puntland_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"855","SOM","data","","SOM1904","","data","SOM1904_Market_Price_Monitoring_Data_South_Central_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"856","SOM","data","","SOM1904","","data","SOM1904_Market_Price_Monitoring_Data Puntland - Month 2","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"857","SOM","data","","SOM1904","","data","SOM1904_Market_Price_Monitoring_Data South Central- Month 2","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"858","SOM","data","","SOM1904","","data","SOM1904_Market_Price_Monitoring_Data Somaliland - Month 3",""
"859","SOM","data","","SOM1904","","data","SOM1904_Market_Price_Monitoring_Data Puntland - Month 3",""
"860","SOM","data","","SOM1904","","data","SOM1904_Market_Price_Monitoring_Data South Central- Month 3",""
"861","SOM","data","","SOM1906","","data","SOM1906_JMCNA_Data_1",""
"862","SOM","data","","SOM1906","","data","SOM1906_JMCNA_DDR_1",""
"863","SOM","data","","SOM1907","","data","SOM1907_Social Cohesion Assessment_Data_1",""
"864","SOM","data","","SOM1907","","data","SOM1907_Social Cohesion Assessment_DDR_1",""
"865","SOM","data","","SOM1907","","data","SOM1907_Social Cohesion Assessment_Data_2","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"866","SOM","data","","SOM1907","","data","SOM1907_Social Cohesion Assessment_DDR_2","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"867","SOM","data","","SOM1705","","data & analysis","SOM1705_WPM 2019 - June_Data/Analysis",""
"868","SOM","data","","SOM1705","","data & analysis","SOM1705_WPM 2019 - July_Data/Analysis",""
"869","SOM","data","","SOM1705","","data & analysis","SOM1705_WPM 2019 - August_Data/Analysis",""
"870","SOM","data","","SOM1705","","data & analysis","SOM1705_WPM 2019 - September_Data/Analysis",""
"871","SOM","data","","SOM1705","","data & analysis","SOM1705_WPM 2019 - October_Data/Analysis",""
"872","SOM","data","","SOM1705","","data & analysis","SOM1705_WPM 2019 - November_Data/Analysis",""
"873","SOM","data","","SOM1705","","data & analysis","SOM1705_WPM 2019 - December_Data/Analysis",""
"874","SOM","data","","SOM1705","","data & analysis","SOM1705_WPM 2020 - January_Data/Analysis",""
"875","SOM","data","","SOM1705","","data & analysis","SOM1705_WPM 2020 - February_Data/Analysis",""
"876","SOM","data","","SOM1705","","data & analysis","SOM1705_WPM 2020 - March_Data/Analysis",""
"877","SOM","data","","SOM1705","","data & analysis","SOM1705_WPM 2020 - April_Data/Analysis",""
"878","SOM","GIS","","SOM1707b","","map","SOM1707b_CCCM_Comprehensive_Site_Assessment_Round3_Map_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"879","SOM","GIS","","SOM1707b","","map","SOM1707b_CCCM_Comprehensive_Site_Assessment_Round3_Report map_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"880","SOM","GIS","","SOM1707b","","map","SOM1707b_CCCM_Comprehensive_Site_Assessment Maps",""
"881","SOM","GIS","","SOM1805b","","map","SOM1805b_DSIRS_Thematic_Youth_Map_1",""
"882","SOM","GIS","","SOM1805b","","map","SOM1805b_DSIRS_Thematic_Youth_Map_1_Bossaso",""
"883","SOM","GIS","","SOM1805c","","map","SOM1805c_DSIRS_Youth Thematic Galkacyo_Map_1",""
"884","SOM","GIS","","SOM1904","","map","SOM1904_Market_Price_Monitoring_Maps_South_Central_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"885","SOM","GIS","","SOM1906","","map","SOM1906_JMCNA_Map_1",""
"886","SOM","other","","SOM1805c","","situation overview","SOM1805c_DSIRS_Youth Thematic Galkacyo_SO_1",""
"887","SOM","other","","SOM1808a","","situation overview","SOM1808a_Longitudinal_study_Baseline_Situation Overview",""
"888","SOM","other","","SOM1901","","situation overview","SOM1901_Somalia_AOK_SO_Q1",""
"889","SOM","other","","SOM1903","","situation overview","SOM1903_Hargeysa_Cash_Market_Feasibility_SO_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"890","SOM","other","","SOM1904","","situation overview","SOM1904_Market_Price_Monitoring_Situation_Overview_Puntland_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"891","SOM","other","","SOM1904","","situation overview","SOM1904_Market_Price_Monitoring_Situation_Overview_South_Central_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"892","SOM","other","","SOM1907","","situation overview","SOM1907_Social Cohesion Assessment_SO_1",""
"893","SOM","reporting","","SOM1705","","factsheet","Water Price Monitoring June 2019","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"894","SOM","reporting","","SOM1705","","factsheet","Water Price Monitoring July 2019","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"895","SOM","reporting","","SOM1705","","factsheet","Water Price Monitoring August 2019","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"896","SOM","reporting","","SOM1705","","factsheet","Water Price Monitoring September 2019","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"897","SOM","reporting","","SOM1705","","factsheet","Water Price Monitoring October 2019","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"898","SOM","reporting","","SOM1705","","factsheet","Water Price Monitoring November 2019","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"899","SOM","reporting","","SOM1707b","","factsheet","SOM1707b_CCCM_Comprehensive_Site_Assessment_Round3_Factsheet_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"900","SOM","reporting","","SOM1805b","","factsheet","SOM1805b_DSIRS_Thematic_Youth_Factsheet_1",""
"901","SOM","reporting","","SOM1805b","","factsheet","SOM1805b_DSIRS_Thematic_Youth_Factsheet_1_Bossaso",""
"902","SOM","reporting","","SOM1901","","factsheet","SOM1901_Somalia_AOK_Factsheet_1_Mar2019",""
"903","SOM","reporting","","SOM1906","","factsheet","SOM1906_JMCNA_FS_1_Sectoral",""
"904","SOM","reporting","","SOM1906","","factsheet","SOM1906_JMCNA_FS_2_Regional",""
"905","SOM","reporting","","SOM1805b","","presentation","SOM1805b_DSIRS_Thematic_Youth_Presentation_1",""
"906","SOM","reporting","","SOM1805b","","presentation","SOM1805b_DSIRS_Thematic_Youth_Presentation_1_Bossaso",""
"907","SOM","reporting","","SOM1805b","","presentation","SOM1805b_DSIRS_Thematic_Youth_Presentation_2_Bossaso",""
"908","SOM","reporting","","SOM1805c","","presentation","SOM1805c_DSIRS_Youth Thematic Galkacyo_Presentation_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"909","SOM","reporting","","SOM1808a","","presentation","SOM1808a_Longitudinal_study_Baseline_Presentation_1_Preliminary",""
"910","SOM","reporting","","SOM1901","","presentation","SOM1901_Somalia_AOK_Presentation_1_Mar2019","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"911","SOM","reporting","","SOM1906","","presentation","SOM1906_JMCNA_Presentation_1_Preliminary",""
"912","SOM","reporting","","SOM1906","","presentation","SOM1906_JMCNA_Presentation_2_Final",""
"913","SOM","reporting","","SOM1808a","","report","SOM1808a_Longitudinal_study_Baseline_Report_1",""
"914","SOM","reporting","","SOM1905a","","report","SOM1905a_Cash Consoritum Baseline_Report_1",""
"915","SOM","reporting","","SOM1906","","report","SOM1906_JMCNA_Report_1",""
"916","SOM","research design","","SOM1705","","ll matrix","SOM1705_WPM_LL_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"917","SOM","research design","","SOM1707b","","ll matrix","SOM1707b_CCCM_Comprehensive_Site_Assessment_LL_1",""
"918","SOM","research design","","SOM1805b","","ll matrix","SOM1805b_DSIRS_Thematic_Youth_LL_1",""
"919","SOM","research design","","SOM1805c","","ll matrix","SOM1805c_DSIRS_Youth Thematic Galkacyo_LL_1",""
"920","SOM","research design","","SOM1807","","ll matrix","SOM1807_Expenditure_Partners_Assessment_LL_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
"921","SOM","research design","","SOM1808a","","ll matrix","SOM1808a_Longitudinal_study_Baseline_LL_1",""
"922","SOM","research design","","SOM1901","","ll matrix","SOM1901_Somalia_AOK_LL_1","Estimated date of submission to HQ missing, please add in ""Date to HQ"" column"
